topic,probability,count,topic_words
-1.0,0.0,3,
0.0,0.9082562396468594,51,the and of to for strategy development in growth sector on vision is as iii
1.0,0.8332226007478495,25,the of and to cameroon in ii country an is at vision level economy its
2.0,0.9440830277333389,16,10 44 partnerships context iii 11 considerations human public part and spheres vii2 43 45
